INCIDENT_NUMBER;OFFENSE_CODE;OFFENSE_CODE_GROUP;OFFENSE_CODE_GROUP_No;OFFENSE_DESCRIPTION;DISTRICT;District_simple;District_simple_No;REPORTING_AREA;OCCURRED_ON_DATE;Hour1;Start_Night;Start_Day;Night_Day;YEAR;MONTH;DAY_OF_WEEK;WE_Workday;WE_Workday_No;HOUR;Counts_per_hour;STREET;Lat;Long;Location
I182069112;301;Robbery;2;ROBBERY - STREET;B2;B;2;181;28.08.2018 18:08;18:08:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;18;285;KEMBLE ST;42.32695733;-71.07074008;(42.32695733, -71.07074008)
I182068875;301;Robbery;2;ROBBERY - STREET;B3;B;2;468;27.08.2018 22:17;22:17:00;17:00:00;08:00:00;Night;2018;8;Monday;Workdays;1;22;278;HAZLETON ST;42.28152567;-71.09700335;(42.28152567, -71.09700335)
I182068697;301;Robbery;2;ROBBERY - STREET;E13;E;5;570;27.08.2018 13:03;13:03:00;17:00:00;08:00:00;Day;2018;8;Monday;Workdays;1;13;206;FOREST HILLS ST;42.30492239;-71.10298073;(42.30492239, -71.10298073)
I182068553;381;Robbery;2;ROBBERY - CAR JACKING;E13;E;5;509;26.08.2018 22:20;22:20:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;22;278;WOODLAWN ST;42.29860932;-71.11223703;(42.29860932, -71.11223703)
I182068303;301;Robbery;2;ROBBERY - STREET;B3;B;2;426;26.08.2018 01:52;01:52:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;1;171;RIVER ST;42.26956689;-71.09075049;(42.26956689, -71.09075049)
I182068263;371;Robbery;2;ROBBERY - HOME INVASION;E5;E;5;561;25.08.2018 21:33;21:33:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;21;303;PALFREY ST;42.28496725;-71.12009416;(42.28496725, -71.12009416)
I182068259;301;Robbery;2;ROBBERY - STREET;D4;D;4;619;25.08.2018 21:18;21:18:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;21;303;HUNTINGTON AVE;42.34221544;-71.08577075;(42.34221544, -71.08577075)
I182068062;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;25.08.2018 03:00;03:00:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;3;124;AVENUE DE LAFAYETTE;42.35389258;-71.06214998;(42.35389258, -71.06214998)
I182067990;301;Robbery;2;ROBBERY - STREET;C11;C;3;359;24.08.2018 20:48;20:48:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;20;305;ALPHA RD;42.29624549;-71.0671598;(42.29624549, -71.06715980)
I182067854;361;Robbery;2;ROBBERY - OTHER;E13;E;5;906;24.08.2018 14:28;14:28:00;17:00:00;08:00:00;Day;2018;8;Friday;Workdays;1;14;242;HEATH ST;42.32624204;-71.10317575;(42.32624204, -71.10317575)
I182067750;301;Robbery;2;ROBBERY - STREET;D4;D;4;171;24.08.2018 07:40;07:40:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;7;152;ALBANY ST;42.33428841;-71.07239518;(42.33428841, -71.07239518)
I182067713;311;Robbery;2;ROBBERY - COMMERCIAL;D4;D;4;145;24.08.2018 00:52;00:52:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;0;244;HUNTINGTON AVE;42.34341962;-71.083956;(42.34341962, -71.08395600)
I182067681;301;Robbery;2;ROBBERY - STREET;B3;B;2;425;23.08.2018 21:33;21:33:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;21;303;FREMONT ST;42.27152449;-71.09295148;(42.27152449, -71.09295148)
I182067607;301;Robbery;2;ROBBERY - STREET;A7;A;1;33;23.08.2018 18:00;18:00:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;18;285;EVERETT ST;42.36573225;-71.03064135;(42.36573225, -71.03064135)
I182067601;301;Robbery;2;ROBBERY - STREET;E18;E;5;518;23.08.2018 16:23;16:23:00;17:00:00;08:00:00;Day;2018;8;Thursday;Workdays;1;16;231;DANA AVE;42.24894017;-71.12130622;(42.24894017, -71.12130622)
I182067483;301;Robbery;2;ROBBERY - STREET;C6;C;3;172;23.08.2018 11:37;11:37:00;17:00:00;08:00:00;Day;2018;8;Thursday;Workdays;1;11;193;BRADSTON ST;42.332354;-71.07138696;(42.33235400, -71.07138696)
I182067450;361;Robbery;2;ROBBERY - OTHER;C11;C;3;370;23.08.2018 09:39;09:39:00;17:00:00;08:00:00;Day;2018;8;Thursday;Workdays;1;9;167;WILLIAM T MORRISSEY BLVD;42.29623685;-71.04853645;(42.29623685, -71.04853645)
I182067425;301;Robbery;2;ROBBERY - STREET;C11;C;3;394;19.08.2018 21:30;21:30:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;21;303;BUSHNELL ST;42.28557915;-71.06358649;(42.28557915, -71.06358649)
I182067328;301;Robbery;2;ROBBERY - STREET;D4;D;4;138;22.08.2018 20:21;20:21:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;20;305;EXETER ST;42.35030915;-71.07988963;(42.35030915, -71.07988963)
I182067087;301;Robbery;2;ROBBERY - STREET;B2;B;2;320;22.08.2018 01:29;01:29:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;1;171;CRAWFORD ST;42.31167532;-71.08586299;(42.31167532, -71.08586299)
I182066917;361;Robbery;2;ROBBERY - OTHER;A1;A;1;105;21.08.2018 13:15;13:15:00;17:00:00;08:00:00;Day;2018;8;Tuesday;Workdays;1;13;206;SUMMER ST;42.35521625;-71.06012863;(42.35521625, -71.06012863)
I182066765;301;Robbery;2;ROBBERY - STREET;E13;E;5;302;21.08.2018 00:45;00:45:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;0;244;CENTRE ST;42.32270922;-71.09932317;(42.32270922, -71.09932317)
I182066426;301;Robbery;2;ROBBERY - STREET;B3;B;2;454;19.08.2018 23:02;23:02:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;23;231;HARVARD AVE;42.3001358;-71.07563344;(42.30013580, -71.07563344)
I182066408;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;817;19.08.2018 22:05;22:05:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;22;278;TALBOT AVE;42.28863812;-71.06631579;(42.28863812, -71.06631579)
I182066362;301;Robbery;2;ROBBERY - STREET;E5;E;5;726;19.08.2018 18:45;18:45:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;18;285;SPRING ST;42.27757964;-71.16274799;(42.27757964, -71.16274799)
I182066152;301;Robbery;2;ROBBERY - STREET;E13;E;5;572;19.08.2018 00:11;00:11:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;0;244;DIXWELL ST;42.31433402;-71.09791405;(42.31433402, -71.09791405)
I182065892;301;Robbery;2;ROBBERY - STREET;B2;B;2;615;18.08.2018 01:27;01:27:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;1;171;FENWAY;42.33932485;-71.09937561;(42.33932485, -71.09937561)
I182065799;301;Robbery;2;ROBBERY - STREET;B3;B;2;469;17.08.2018 19:09;19:09:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;19;274;FOTTLER RD;42.27863649;-71.09541135;(42.27863649, -71.09541135)
I182065797;301;Robbery;2;ROBBERY - STREET;E5;E;5;563;17.08.2018 19:02;19:02:35;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;19;274;FAWNDALE RD;42.29011783;-71.12187904;(42.29011783, -71.12187904)
I182065791;301;Robbery;2;ROBBERY - STREET;D14;D;4;795;17.08.2018 13:30;13:30:00;17:00:00;08:00:00;Day;2018;8;Friday;Workdays;1;13;206;ARMINGTON ST;42.3524587;-71.13762608;(42.35245870, -71.13762608)
I182065311;301;Robbery;2;ROBBERY - STREET;D4;D;4;143;15.08.2018 23:00;23:00:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;23;231;EXETER ST;42.34909822;-71.07929618;(42.34909822, -71.07929618)
I182065197;301;Robbery;2;ROBBERY - STREET;A1;A;1;98;15.08.2018 00:01;00:01:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;0;244;WATER ST;42.35759166;-71.05772502;(42.35759166, -71.05772502)
I182065153;311;Robbery;2;ROBBERY - COMMERCIAL;E13;E;5;582;15.08.2018 16:00;16:00:00;17:00:00;08:00:00;Day;2018;8;Wednesday;Workdays;1;16;231;CENTRE ST;42.32277007;-71.10445458;(42.32277007, -71.10445458)
I182065032;301;Robbery;2;ROBBERY - STREET;D4;D;4;626;14.06.2018 00:15;00:15:00;17:00:00;08:00:00;Night;2018;6;Thursday;Workdays;1;0;244;JERSEY ST;42.34369048;-71.09739817;(42.34369048, -71.09739817)
I182064944;301;Robbery;2;ROBBERY - STREET;B3;B;2;427;14.08.2018 23:47;23:47:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;23;231;BABSON ST;42.27543421;-71.09234389;(42.27543421, -71.09234389)
I182064888;311;Robbery;2;ROBBERY - COMMERCIAL;D4;D;4;137;14.08.2018 18:58;18:58:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;18;285;NEWBURY ST;42.34999733;-71.0810344;(42.34999733, -71.08103440)
I182064868;361;Robbery;2;ROBBERY - OTHER;A1;A;1;111;14.08.2018 17:53;17:53:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;17;277;AVERY ST;42.35327561;-71.06345772;(42.35327561, -71.06345772)
I182064652;301;Robbery;2;ROBBERY - STREET;B3;B;2;472;14.08.2018 03:01;03:01:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;3;124;MESSINGER ST;42.27185661;-71.09679025;(42.27185661, -71.09679025)
I182064334;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;336;12.08.2018 22:58;22:58:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;22;278;BOWDOIN ST;42.30536545;-71.06812632;(42.30536545, -71.06812632)
I182064320;301;Robbery;2;ROBBERY - STREET;D4;D;4;156;12.08.2018 21:34;21:34:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;21;303;TREMONT ST;42.34010961;-71.0788244;(42.34010961, -71.07882440)
I182064205;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;12.08.2018 14:03;14:03:00;17:00:00;08:00:00;Day;2018;8;Sunday;Weekend;2;14;242;WINTER ST;42.35602373;-71.06177615;(42.35602373, -71.06177615)
I182064093;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;353;12.08.2018 03:35;03:35:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;3;124;WILLIAM T MORRISSEY BLVD;42.30027016;-71.04967147;(42.30027016, -71.04967147)
I182064035;301;Robbery;2;ROBBERY - STREET;C11;C;3;351;11.08.2018 21:14;21:14:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;21;303;DORCHESTER AVE;42.30114533;-71.05991447;(42.30114533, -71.05991447)
I182063829;361;Robbery;2;ROBBERY - OTHER;A1;A;1;118;11.08.2018 04:59;04:59:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;4;77;CHARLES ST S;42.35094628;-71.06685604;(42.35094628, -71.06685604)
I182063826;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;11.08.2018 04:37;04:37:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;4;77;AVERY ST;42.3532601;-71.06283216;(42.35326010, -71.06283216)
I182063586;301;Robbery;2;ROBBERY - STREET;C11;C;3;345;03.08.2018 21:00;21:00:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;21;303;DITSON ST;42.30177509;-71.06430565;(42.30177509, -71.06430565)
I182063456;301;Robbery;2;ROBBERY - STREET;B3;B;2;435;09.08.2018 23:00;23:00:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;23;231;PEACEVALE RD;42.28716674;-71.07633479;(42.28716674, -71.07633479)
I182063430;381;Robbery;2;ROBBERY - CAR JACKING;E13;E;5;946;09.08.2018 22:41;22:41:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;22;278;METCALF CT;42.30536762;-71.115715;(42.30536762, -71.11571500)
I182063138;301;Robbery;2;ROBBERY - STREET;D4;D;4;128;09.08.2018 04:23;04:23:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;4;77;COLUMBUS AVE;42.3483427;-71.0722253;(42.34834270, -71.07222530)
I182063105;361;Robbery;2;ROBBERY - OTHER;B3;B;2;469;08.08.2018 23:05;23:05:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;23;231;TENNIS RD;42.27615691;-71.09550303;(42.27615691, -71.09550303)
I182063023;301;Robbery;2;ROBBERY - STREET;A1;A;1;112;08.08.2018 17:45;17:45:00;17:00:00;08:00:00;Night;2018;8;Wednesday;Workdays;1;17;277;AVENUE DE LAFAYETTE;42.35331987;-71.06102314;(42.35331987, -71.06102314)
I182062803;301;Robbery;2;ROBBERY - STREET;A7;A;1;22;07.08.2018 23:34;23:34:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;23;231;BENNINGTON ST;42.37684713;-71.03367179;(42.37684713, -71.03367179)
I182062802;301;Robbery;2;ROBBERY - STREET;A7;A;1;24;07.08.2018 23:39;23:39:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;23;231;MARION ST;42.37817244;-71.03729943;(42.37817244, -71.03729943)
I182062790;361;Robbery;2;ROBBERY - OTHER;D4;D;4;618;07.08.2018 21:40;21:40:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;21;303;HUNTINGTON AVE;42.34091586;-71.08771531;(42.34091586, -71.08771531)
I182062558;301;Robbery;2;ROBBERY - STREET;A1;A;1;111;03.08.2018 08:40;08:40:00;17:00:00;08:00:00;Day;2018;8;Friday;Workdays;1;8;195;WINTER ST;42.35554806;-71.0607314;(42.35554806, -71.06073140)
I182062514;301;Robbery;2;ROBBERY - STREET;A1;A;1;116;07.08.2018 03:00;03:00:00;17:00:00;08:00:00;Night;2018;8;Tuesday;Workdays;1;3;124;BEACH ST;42.35131095;-71.06030942;(42.35131095, -71.06030942)
I182062315;301;Robbery;2;ROBBERY - STREET;A1;A;1;116;06.08.2018 06:00;06:00:00;17:00:00;08:00:00;Night;2018;8;Monday;Workdays;1;6;100;BEACH ST;42.35125902;-71.06009371;(42.35125902, -71.06009371)
I182062282;361;Robbery;2;ROBBERY - OTHER;C11;C;3;405;24.06.2018 00:00;00:00:00;17:00:00;08:00:00;Night;2018;6;Sunday;Weekend;2;0;244;SAINT GREGORY ST;42.27573089;-71.06909114;(42.27573089, -71.06909114)
I182062162;301;Robbery;2;ROBBERY - STREET;B2;B;2;280;06.08.2018 01:35;01:35:00;17:00:00;08:00:00;Night;2018;8;Monday;Workdays;1;1;171;WARREN ST;42.32978737;-71.08324801;(42.32978737, -71.08324801)
I182062134;301;Robbery;2;ROBBERY - STREET;A1;A;1;104;05.08.2018 22:13;22:13:00;17:00:00;08:00:00;Night;2018;8;Sunday;Weekend;2;22;278;FRANKLIN ST;42.35572908;-71.05891235;(42.35572908, -71.05891235)
I182062081;381;Robbery;2;ROBBERY - CAR JACKING;B3;B;2;472;05.08.2018 16:59;16:59:00;17:00:00;08:00:00;Day;2018;8;Sunday;Weekend;2;16;231;ALMONT ST;42.2752767;-71.09554245;(42.27527670, -71.09554245)
I182061882;301;Robbery;2;ROBBERY - STREET;B2;B;2;311;04.08.2018 21:42;21:42:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;21;303;SAVIN ST;42.31719004;-71.08167267;(42.31719004, -71.08167267)
I182061863;301;Robbery;2;ROBBERY - STREET;D4;D;4;618;04.08.2018 19:54;19:54:00;17:00:00;08:00:00;Night;2018;8;Saturday;Weekend;2;19;274;BOYLSTON ST;42.34601613;-71.0938121;(42.34601613, -71.09381210)
I182061834;301;Robbery;2;ROBBERY - STREET;B2;B;2;319;01.08.2018 16:00;16:00:00;17:00:00;08:00:00;Day;2018;8;Wednesday;Workdays;1;16;231;BLUE HILL AVE;42.30803768;-71.08359213;(42.30803768, -71.08359213)
I182061695;301;Robbery;2;ROBBERY - STREET;A1;A;1;173;03.08.2018 14:00;14:00:00;17:00:00;08:00:00;Day;2018;8;Friday;Workdays;1;14;242;ATLANTIC AVE;42.35218278;-71.0556788;(42.35218278, -71.05567880)
I182061583;301;Robbery;2;ROBBERY - STREET;A1;A;1;78;03.08.2018 18:41;18:41:00;17:00:00;08:00:00;Night;2018;8;Friday;Workdays;1;18;285;HANOVER ST;42.36179428;-71.0571127;(42.36179428, -71.05711270)
I182061421;311;Robbery;2;ROBBERY - COMMERCIAL;A1;A;1;113;03.08.2018 11:18;11:18:00;17:00:00;08:00:00;Day;2018;8;Friday;Workdays;1;11;193;ESSEX ST;42.35255981;-71.06043207;(42.35255981, -71.06043207)
I182061290;301;Robbery;2;ROBBERY - STREET;E13;E;5;307;02.08.2018 22:17;22:17:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;22;278;W WALNUT PARK;42.31640336;-71.09770225;(42.31640336, -71.09770225)
I182061237;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;348;02.08.2018 17:42;17:42:00;17:00:00;08:00:00;Night;2018;8;Thursday;Workdays;1;17;277;DORCHESTER AVE;42.30559368;-71.05887861;(42.30559368, -71.05887861)
I182061003;301;Robbery;2;ROBBERY - STREET;B3;B;2;457;02.08.2018 08:10;08:10:00;17:00:00;08:00:00;Day;2018;8;Thursday;Workdays;1;8;195;ESMOND ST;42.29861988;-71.08511004;(42.29861988, -71.08511004)
I182060994;361;Robbery;2;ROBBERY - OTHER;D4;D;4;619;29.07.2018 18:00;18:00:00;17:00:00;08:00:00;Night;2018;7;Sunday;Weekend;2;18;285;MASSACHUSETTS AVE;42.34439568;-71.08632016;(42.34439568, -71.08632016)
I182060879;301;Robbery;2;ROBBERY - STREET;B2;B;2;287;01.08.2018 14:30;14:30:00;17:00:00;08:00:00;Day;2018;8;Wednesday;Workdays;1;14;242;VERNON ST;42.33058731;-71.08451303;(42.33058731, -71.08451303)
I182060810;371;Robbery;2;ROBBERY - HOME INVASION;E18;E;5;493;01.08.2018 14:52;14:52:00;17:00:00;08:00:00;Day;2018;8;Wednesday;Workdays;1;14;242;REDDY AVE;42.26285498;-71.11181148;(42.26285498, -71.11181148)
I182060613;361;Robbery;2;ROBBERY - OTHER;B3;B;2;469;31.07.2018 20:04;20:04:00;17:00:00;08:00:00;Night;2018;7;Tuesday;Workdays;1;20;305;BLUE HILL AVE;42.27685614;-71.09359685;(42.27685614, -71.09359685)
I182060551;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;343;31.07.2018 17:00;17:00:00;17:00:00;08:00:00;Night;2018;7;Tuesday;Workdays;1;17;277;GENEVA AVE;42.30328018;-71.07122308;(42.30328018, -71.07122308)
I182060379;301;Robbery;2;ROBBERY - STREET;C11;C;3;402;31.07.2018 06:31;06:31:00;17:00:00;08:00:00;Night;2018;7;Tuesday;Workdays;1;6;100;WASHINGTON ST;42.34997256;-71.06348817;(42.34997256, -71.06348817)
I182060353;301;Robbery;2;ROBBERY - STREET;A1;A;1;101;31.07.2018 01:25;01:25:00;17:00:00;08:00:00;Night;2018;7;Tuesday;Workdays;1;1;171;STATE ST;42.35942556;-71.05288819;(42.35942556, -71.05288819)
I182060347;301;Robbery;2;ROBBERY - STREET;E18;E;5;485;31.07.2018 00:08;00:08:00;17:00:00;08:00:00;Night;2018;7;Tuesday;Workdays;1;0;244;RIVER ST;42.26361605;-71.10395167;(42.26361605, -71.10395167)
I182060235;301;Robbery;2;ROBBERY - STREET;B3;B;2;457;28.07.2018 21:30;21:30:00;17:00:00;08:00:00;Night;2018;7;Saturday;Weekend;2;21;303;ESMOND ST;42.29861988;-71.08511004;(42.29861988, -71.08511004)
I182060212;301;Robbery;2;ROBBERY - STREET;A1;A;1;119;30.07.2018 16:28;16:28:00;17:00:00;08:00:00;Day;2018;7;Monday;Workdays;1;16;231;TREMONT ST;42.35624888;-71.06227065;(42.35624888, -71.06227065)
I182059937;301;Robbery;2;ROBBERY - STREET;B2;B;2;183;29.07.2018 18:30;18:30:00;17:00:00;08:00:00;Night;2018;7;Sunday;Weekend;2;18;285;LEYLAND ST;42.32066147;-71.07067867;(42.32066147, -71.07067867)
I182059648;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;337;29.07.2018 12:15;12:15:00;17:00:00;08:00:00;Day;2018;7;Sunday;Weekend;2;12;258;OLNEY ST;42.30512773;-71.07370747;(42.30512773, -71.07370747)
I182059648;361;Robbery;2;ROBBERY - OTHER;C11;C;3;337;29.07.2018 12:15;12:15:00;17:00:00;08:00:00;Day;2018;7;Sunday;Weekend;2;12;258;OLNEY ST;42.30512773;-71.07370747;(42.30512773, -71.07370747)
I182059556;301;Robbery;2;ROBBERY - STREET;D4;D;4;143;28.07.2018 12:57;12:57:00;17:00:00;08:00:00;Day;2018;7;Saturday;Weekend;2;12;258;BOYLSTON ST;42.34932471;-71.08014801;(42.34932471, -71.08014801)
I182059550;301;Robbery;2;ROBBERY - STREET;A1;A;1;121;28.07.2018 12:24;12:24:00;17:00:00;08:00:00;Day;2018;7;Saturday;Weekend;2;12;258;STUART ST;42.35106637;-71.06549569;(42.35106637, -71.06549569)
I182059433;301;Robbery;2;ROBBERY - STREET;C11;C;3;366;27.07.2018 20:30;20:30:00;17:00:00;08:00:00;Night;2018;7;Friday;Workdays;1;20;305;FLORIDA ST;42.29080488;-71.05965861;(42.29080488, -71.05965861)
I182058957;301;Robbery;2;ROBBERY - STREET;C11;C;3;460;26.07.2018 12:55;12:55:00;17:00:00;08:00:00;Day;2018;7;Thursday;Workdays;1;12;258;GENEVA AVE;42.30546333;-71.0773834;(42.30546333, -71.07738340)
I182058817;361;Robbery;2;ROBBERY - OTHER;A15;A;1;900;25.07.2018 20:26;20:26:00;17:00:00;08:00:00;Night;2018;7;Wednesday;Workdays;1;20;305;MEDFORD ST;42.37863715;-71.053364;(42.37863715, -71.05336400)
I182058252;361;Robbery;2;ROBBERY - OTHER;B2;B;2;321;24.07.2018 09:00;09:00:00;17:00:00;08:00:00;Day;2018;7;Tuesday;Workdays;1;9;167;DEVON ST;42.31113699;-71.08227667;(42.31113699, -71.08227667)
I182058148;311;Robbery;2;ROBBERY - COMMERCIAL;C11;C;3;350;23.07.2018 19:42;19:42:00;17:00:00;08:00:00;Night;2018;7;Monday;Workdays;1;19;274;DORCHESTER AVE;42.30254239;-71.0595669;(42.30254239, -71.05956690)
